"GEOID","NAME","percent_asian","percent_black","percent_white","percent_other","percent_latinx","median_hhi"
"17031821402","Census Tract 8214.02, Cook County, Illinois",0,0.9449,0.0297,0.0254,0.0037,48091
"17031821500","Census Tract 8215, Cook County, Illinois",0,0.9275,0.0312,0.0413,0.0128,26815
"17031821600","Census Tract 8216, Cook County, Illinois",0.0143,0.4399,0.4769,0.0688,0.1416,70497
"17031821700","Census Tract 8217, Cook County, Illinois",0,0.1858,0.8008,0.0134,0.1149,85278
"17031823101","Census Tract 8231.01, Cook County, Illinois",0.011,0.0575,0.8872,0.0443,0.0922,51298
"17031823302","Census Tract 8233.02, Cook County, Illinois",0.009,0.3674,0.5566,0.067,0.1583,57997
"17031823400","Census Tract 8234, Cook County, Illinois",0.0036,0.2094,0.4843,0.3027,0.4738,50619
"17031823702","Census Tract 8237.02, Cook County, Illinois",0.0403,0.134,0.7681,0.0576,0.1381,59546
"17031823901","Census Tract 8239.01, Cook County, Illinois",0.0435,0.0141,0.9052,0.0372,0.0216,90536
"17031824106","Census Tract 8241.06, Cook County, Illinois",0.0203,0.0282,0.9196,0.032,0.081,94764
"17031824108","Census Tract 8241.08, Cook County, Illinois",0.0862,0.1049,0.7847,0.0242,0.115,94020
"17031824117","Census Tract 8241.17, Cook County, Illinois",0.1232,0.0085,0.8413,0.027,0.0598,102696
"17031824601","Census Tract 8246.01, Cook County, Illinois",0.0127,0.0435,0.8876,0.0562,0.1315,78444
"17031824701","Census Tract 8247.01, Cook County, Illinois",0.0015,0.0626,0.8641,0.0718,0.2882,67682
"17031825302","Census Tract 8253.02, Cook County, Illinois",0.0573,0.1356,0.7862,0.021,0.1113,70341
"17031825304","Census Tract 8253.04, Cook County, Illinois",0.0281,0,0.8709,0.101,0.2208,70781
"17031825501","Census Tract 8255.01, Cook County, Illinois",0.0066,0.8923,0.0924,0.0087,0.0069,56976
"17031825503","Census Tract 8255.03, Cook County, Illinois",0.0143,0.8351,0.1269,0.0237,6e-04,56250
"17031825504","Census Tract 8255.04, Cook County, Illinois",0,0.9049,0.0823,0.0128,0.0231,51875
"17031825600","Census Tract 8256, Cook County, Illinois",0.0194,0.7569,0.1609,0.0627,0.0894,48967
"17031825700","Census Tract 8257, Cook County, Illinois",0.0029,0.62,0.3025,0.0746,0.2475,46394
"17031825801","Census Tract 8258.01, Cook County, Illinois",0.0021,0.9129,0.0791,0.0059,0.0338,44470
"17031825802","Census Tract 8258.02, Cook County, Illinois",0,0.8735,0.1001,0.0264,0.088,46627
"17031825803","Census Tract 8258.03, Cook County, Illinois",0,0.8617,0.1105,0.0279,0.0681,51217
"17031825900","Census Tract 8259, Cook County, Illinois",0,0.6712,0.2924,0.0364,0.2294,50761
"17031826000","Census Tract 8260, Cook County, Illinois",0,0.5306,0.4006,0.0688,0.3712,45833
"17031826100","Census Tract 8261, Cook County, Illinois",0,0.5722,0.4032,0.0245,0.2489,41792
"17031826201","Census Tract 8262.01, Cook County, Illinois",0,0.8431,0.1541,0.0028,0.0162,34808
"17031826202","Census Tract 8262.02, Cook County, Illinois",0,0.6325,0.3399,0.0276,0.2144,39852
"17031826303","Census Tract 8263.03, Cook County, Illinois",0,0.9417,0.0482,0.01,0.0072,51186
"17031826304","Census Tract 8263.04, Cook County, Illinois",0,0.9315,0.0298,0.0386,0,35799
"17031826401","Census Tract 8264.01, Cook County, Illinois",0.0035,0.9677,0.0258,0.003,0.0115,53229
"17031826402","Census Tract 8264.02, Cook County, Illinois",0.0133,0.8979,0.057,0.0317,0.0388,55753
"17031826500","Census Tract 8265, Cook County, Illinois",0.0068,0.8999,0.0632,0.0302,0.026,40258
"17031826700","Census Tract 8267, Cook County, Illinois",2e-04,0.9182,0.0714,0.0102,0.0211,34510
"17031826800","Census Tract 8268, Cook County, Illinois",0,0.4783,0.3743,0.1474,0.4126,47602
"17031826901","Census Tract 8269.01, Cook County, Illinois",0,0.6822,0.1734,0.1443,0.2832,30292
"17031827100","Census Tract 8271, Cook County, Illinois",0.0473,0.8091,0.0975,0.0461,0.0991,27667
"17031827200","Census Tract 8272, Cook County, Illinois",0,0.6637,0.2828,0.0535,0.2595,44068
"17031827300","Census Tract 8273, Cook County, Illinois",0.0922,0.6089,0.1275,0.1714,0.1479,22500
"17031827600","Census Tract 8276, Cook County, Illinois",0,0.9698,0.0078,0.0224,0.0055,37654
"17031827801","Census Tract 8278.01, Cook County, Illinois",0.001,0.842,0.15,0.0071,0.0191,60379
"17031827804","Census Tract 8278.04, Cook County, Illinois",0.0027,0.8158,0.133,0.0485,0.066,71563
"17031827805","Census Tract 8278.05, Cook County, Illinois",0,0.8299,0.1646,0.0055,0.0368,59427
"17031827901","Census Tract 8279.01, Cook County, Illinois",0.017,0.857,0.0933,0.0327,0,83125
"17031827902","Census Tract 8279.02, Cook County, Illinois",0,0.5225,0.3675,0.11,0.2276,53288
"17031828000","Census Tract 8280, Cook County, Illinois",0.0127,0.3556,0.5715,0.0602,0.1724,46250
"17031828100","Census Tract 8281, Cook County, Illinois",0.0138,0.325,0.5833,0.0779,0.2069,51967
"17031828201","Census Tract 8282.01, Cook County, Illinois",0,0.5191,0.4123,0.0686,0.1416,54245
"17031828202","Census Tract 8282.02, Cook County, Illinois",0.0146,0.4834,0.4767,0.0253,0.1106,63750
"17031828402","Census Tract 8284.02, Cook County, Illinois",0.0137,0.4572,0.4946,0.0345,0.1027,52381
"17031828503","Census Tract 8285.03, Cook County, Illinois",0.0094,0.6553,0.2907,0.0446,0.1305,37514
"17031828504","Census Tract 8285.04, Cook County, Illinois",0.0027,0.7102,0.2092,0.0779,0.1296,44375
"17031828505","Census Tract 8285.05, Cook County, Illinois",0.0078,0.4714,0.4421,0.0787,0.1436,58214
"17031828506","Census Tract 8285.06, Cook County, Illinois",0.0021,0.6768,0.2941,0.027,0.129,56471
"17031828601","Census Tract 8286.01, Cook County, Illinois",0.0171,0.2717,0.6545,0.0566,0.0929,81832
"17031828701","Census Tract 8287.01, Cook County, Illinois",0.0055,0.7368,0.2287,0.0291,0.0448,76875
"17031828702","Census Tract 8287.02, Cook County, Illinois",8e-04,0.6561,0.2585,0.0845,0.0872,52600
"17031828801","Census Tract 8288.01, Cook County, Illinois",0.0253,0.4556,0.4636,0.0554,0.1171,96373
"17031828802","Census Tract 8288.02, Cook County, Illinois",0,0.2753,0.6406,0.0841,0.3993,73510
"17031828900","Census Tract 8289, Cook County, Illinois",0.0025,0.421,0.2589,0.3177,0.4328,53315
"17031829200","Census Tract 8292, Cook County, Illinois",0.0016,0.2555,0.4026,0.3402,0.4835,46875
"17031829301","Census Tract 8293.01, Cook County, Illinois",0.0099,0.4071,0.449,0.134,0.1713,75708
"17031829302","Census Tract 8293.02, Cook County, Illinois",5e-04,0.4017,0.1413,0.4565,0.4994,32000
"17031829401","Census Tract 8294.01, Cook County, Illinois",0,0.8276,0.0465,0.1259,0.1651,30091
"17031829500","Census Tract 8295, Cook County, Illinois",0,0.2453,0.4021,0.3526,0.423,41138
"17031829600","Census Tract 8296, Cook County, Illinois",0.0032,0.1208,0.7513,0.1247,0.2715,53911
"17031829700","Census Tract 8297, Cook County, Illinois",0.0113,0.7003,0.2178,0.0706,0.0881,40432
"17031829901","Census Tract 8299.01, Cook County, Illinois",0.0192,0.6364,0.2981,0.0463,0.0962,79772
"17031830003","Census Tract 8300.03, Cook County, Illinois",0,0.9004,0.0805,0.0191,0.0029,96379
"17031830004","Census Tract 8300.04, Cook County, Illinois",0.017,0.838,0.0988,0.0463,0.0512,88003
"17031830005","Census Tract 8300.05, Cook County, Illinois",0.0161,0.7535,0.2107,0.0197,0,97000
"17031830100","Census Tract 8301, Cook County, Illinois",0,0.7679,0.1565,0.0756,0.0091,76548
"17031830201","Census Tract 8302.01, Cook County, Illinois",0.0208,0.8204,0.1392,0.0195,0.0145,59662
"17031830300","Census Tract 8303, Cook County, Illinois",0.0136,0.7451,0.241,2e-04,0.0049,38043
"17031830400","Census Tract 8304, Cook County, Illinois",0,0.5908,0.3116,0.0976,0.0925,53920
"17031830700","Census Tract 8307, Cook County, Illinois",0.0598,0.3883,0.5241,0.0278,0.1361,55236
"17031832200","Census Tract 8322, Cook County, Illinois",0.0318,0.0041,0.8657,0.0984,0.1418,109701
"17031834000","Census Tract 8340, Cook County, Illinois",0.0126,0.9233,0.0045,0.0596,0,45822
"17031834200","Census Tract 8342, Cook County, Illinois",0,0.9784,0.0077,0.0138,0.0022,65459
"17031834300","Census Tract 8343, Cook County, Illinois",0.0117,0.9706,0.008,0.0097,0.0015,42517
"17031835100","Census Tract 8351, Cook County, Illinois",0.0052,0.1684,0.4428,0.3836,0.8088,41938
"17031837300","Census Tract 8373, Cook County, Illinois",0.0145,0.9182,0.0496,0.0177,0.0152,27656
"17031838800","Census Tract 8388, Cook County, Illinois",0,0.533,0.4209,0.0461,0.4203,27160
"17031839100","Census Tract 8391, Cook County, Illinois",0.2406,0.1035,0.5938,0.0622,0.0869,101000
"17031841900","Census Tract 8419, Cook County, Illinois",0.2179,0.1915,0.5398,0.0508,0.1116,114350
"17031842100","Census Tract 8421, Cook County, Illinois",0.0163,0.4174,0.2029,0.3634,0.5416,38603
"17031842300","Census Tract 8423, Cook County, Illinois",0.0738,0.1382,0.7374,0.0506,0.1235,142550
"17031842400","Census Tract 8424, Cook County, Illinois",0.0172,0.9708,0.012,0,0.0055,47669
"17031843400","Census Tract 8434, Cook County, Illinois",0,0.658,0.1771,0.1649,0.2878,29028
"17031843900","Census Tract 8439, Cook County, Illinois",0.0172,0.9006,0.0534,0.0289,0.0111,33028
"17033880300","Census Tract 8803, Crawford County, Illinois",0.0026,0.0061,0.9454,0.046,0.0454,45078
"17033880400","Census Tract 8804, Crawford County, Illinois",0,0.0532,0.8944,0.0524,0.0217,44583
"17033880600","Census Tract 8806, Crawford County, Illinois",0,0,0.9828,0.0172,0,63452
"17041952200","Census Tract 9522, Douglas County, Illinois",0.0199,0.0013,0.9679,0.0108,0.0387,55922
"17043840600","Census Tract 8406, DuPage County, Illinois",0.0282,0.004,0.9366,0.0312,0.0906,119471
"17043842100","Census Tract 8421, DuPage County, Illinois",0.0327,0.0524,0.8953,0.0197,0.046,129145
"17043842702","Census Tract 8427.02, DuPage County, Illinois",0.0542,0.0355,0.8314,0.0789,0.0669,88854
"17043844201","Census Tract 8442.01, DuPage County, Illinois",0.0884,0.0655,0.7301,0.1159,0.1031,88796
"17043844601","Census Tract 8446.01, DuPage County, Illinois",0.1096,0.0382,0.8397,0.0125,0.0796,93814
"17043845000","Census Tract 8450, DuPage County, Illinois",0.0311,0.0577,0.8309,0.0803,0.1812,81154
"17043845803","Census Tract 8458.03, DuPage County, Illinois",0.0886,0.3497,0.4032,0.1585,0.1654,58877
"17043845805","Census Tract 8458.05, DuPage County, Illinois",0.1288,0,0.8247,0.0465,0.0468,92734
"17043846003","Census Tract 8460.03, DuPage County, Illinois",0.0785,0.0122,0.8766,0.0328,0.0481,84776
"17043846308","Census Tract 8463.08, DuPage County, Illinois",0.1171,0.1523,0.6555,0.0751,0.2438,68750
"17043846404","Census Tract 8464.04, DuPage County, Illinois",0.0463,0.0892,0.8122,0.0522,0.1323,74118
"17043846405","Census Tract 8464.05, DuPage County, Illinois",0.1878,0.0293,0.7354,0.0476,0.0258,108357
"17045070500","Census Tract 705, Edgar County, Illinois",0,0.0066,0.991,0.0024,0.0058,58566
"17047956900","Census Tract 9569, Edwards County, Illinois",0,0.0091,0.9719,0.0191,0.0071,53226
"17047957100","Census Tract 9571, Edwards County, Illinois",0.0059,0.0173,0.9444,0.0323,0.0269,42404
"17053961600","Census Tract 9616, Ford County, Illinois",0,0,0.9546,0.0454,0.0539,51581
"17053961800","Census Tract 9618, Ford County, Illinois",0.0104,0.0227,0.9131,0.0538,0.0658,55072
"17055040700","Census Tract 407, Franklin County, Illinois",0.0065,0.0033,0.9692,0.021,0.0328,43721
"17055041200","Census Tract 412, Franklin County, Illinois",0,8e-04,0.9734,0.0257,0.0141,54891
"17059972700","Census Tract 9727, Gallatin County, Illinois",0.0025,0,0.9599,0.0376,0.0101,59219
"17059972800","Census Tract 9728, Gallatin County, Illinois",0,0.0096,0.9699,0.0204,0.0156,35549
"17065973100","Census Tract 9731, Hamilton County, Illinois",0,0.0114,0.9828,0.0059,0.0072,46935
"17067954000","Census Tract 9540, Hancock County, Illinois",0.0047,0.0082,0.9806,0.0065,0.0103,54861
"17075950100","Census Tract 9501, Iroquois County, Illinois",0.006,0.0106,0.9142,0.0693,0.0732,51477
"17075950500","Census Tract 9505, Iroquois County, Illinois",0.0052,0.007,0.9552,0.0327,0.0131,53201
"17077010800","Census Tract 108, Jackson County, Illinois",0.0241,0.1898,0.6626,0.1235,0.0772,30609
"17077011600","Census Tract 116, Jackson County, Illinois",0.0475,0.0429,0.8848,0.0248,0.0152,72778
"17077011700","Census Tract 117, Jackson County, Illinois",0.0561,0.1654,0.6815,0.0969,0.0993,24910
"17081050200","Census Tract 502, Jefferson County, Illinois",0.0017,0.0028,0.9604,0.0351,0.0117,55096
"17081050900","Census Tract 509, Jefferson County, Illinois",0,0.2701,0.6761,0.0538,0.0181,33622
"17081051100","Census Tract 511, Jefferson County, Illinois",0.0082,0.0662,0.8658,0.0598,0.0626,34482
"17083010300","Census Tract 103, Jersey County, Illinois",0.0013,0.0096,0.9674,0.0216,0.0047,81136
"17087977700","Census Tract 9777, Johnson County, Illinois",3e-04,0,0.9993,3e-04,0.0073,61806
"17089850103","Census Tract 8501.03, Kane County, Illinois",0.1419,0.0058,0.801,0.0513,0.0786,120625
"17089850106","Census Tract 8501.06, Kane County, Illinois",0.0696,0.0119,0.7747,0.1438,0.1811,106700
"17089850702","Census Tract 8507.02, Kane County, Illinois",0.0123,1e-04,0.9861,0.0015,0.0325,62351
"17089853008","Census Tract 8530.08, Kane County, Illinois",0.0271,0.116,0.6382,0.2187,0.4533,58594
"17091012000","Census Tract 120, Kankakee County, Illinois",0.0078,0.1564,0.7914,0.0444,0.0826,49630
"17097860905","Census Tract 8609.05, Lake County, Illinois",0.0104,0.0068,0.9374,0.0454,0.1812,76129
"17097862603","Census Tract 8626.03, Lake County, Illinois",0.0724,0.169,0.5742,0.1843,0.6396,46420
"17097864206","Census Tract 8642.06, Lake County, Illinois",0.0168,0.0071,0.8786,0.0975,0.2703,51111
"17097864510","Census Tract 8645.10, Lake County, Illinois",0.306,0.0171,0.5704,0.1065,0.2873,77528
"17097864513","Census Tract 8645.13, Lake County, Illinois",0.2069,0.0171,0.7537,0.0223,0.0491,133818
"17097865501","Census Tract 8655.01, Lake County, Illinois",0.0177,0.0018,0.871,0.1094,0.1576,105938
"17099963200","Census Tract 9632, LaSalle County, Illinois",0.0267,0.0139,0.9054,0.0541,0.1175,47894
"17101880700","Census Tract 8807, Lawrence County, Illinois",0.0032,0.0149,0.9216,0.0603,0.027,49677
"17101880800","Census Tract 8808, Lawrence County, Illinois",0.0033,0.23,0.7368,0.0299,0.0788,45703
"17101880900","Census Tract 8809, Lawrence County, Illinois",0,0,0.9962,0.0038,0,39450
"17101881000","Census Tract 8810, Lawrence County, Illinois",0.0279,0.0161,0.887,0.069,0.0336,33625
"17101881100","Census Tract 8811, Lawrence County, Illinois",0,0.0036,0.9836,0.0128,0.0124,58750
"17111870703","Census Tract 8707.03, McHenry County, Illinois",0.0203,0.0054,0.9409,0.0334,0.016,115000
"17111870902","Census Tract 8709.02, McHenry County, Illinois",0.0087,0.0133,0.9592,0.0188,0.1456,85096
"17113001104","Census Tract 11.04, McLean County, Illinois",0.1416,0.0446,0.7599,0.0539,0.0328,93315
"17113001800","Census Tract 18, McLean County, Illinois",0.0245,0.0284,0.9308,0.0163,0.0218,68786
"17113005601","Census Tract 56.01, McLean County, Illinois",0,0.0019,0.9659,0.0321,0.1324,58077
"17115000200","Census Tract 2, Macon County, Illinois",0,0.3757,0.481,0.1432,0.0096,24406
"17119401100","Census Tract 4011, Madison County, Illinois",0.0118,0.0223,0.9378,0.0281,0.0024,48261
"17119401200","Census Tract 4012, Madison County, Illinois",0,0.0629,0.9291,0.008,0,55208
"17119402701","Census Tract 4027.01, Madison County, Illinois",0.006,0.0971,0.8758,0.0212,0.0101,64706
"17119403121","Census Tract 4031.21, Madison County, Illinois",0.0286,0.0464,0.8903,0.0347,0.0529,97161
"17119403200","Census Tract 4032, Madison County, Illinois",0.009,0.143,0.8149,0.0331,0.0252,49375
"17119403402","Census Tract 4034.02, Madison County, Illinois",0.0039,0.241,0.7079,0.0472,0.0648,44803
"17119403531","Census Tract 4035.31, Madison County, Illinois",0.0061,0.0065,0.9723,0.0151,0.0399,65223
"17119403534","Census Tract 4035.34, Madison County, Illinois",0.0154,0.0382,0.9332,0.0132,0.0228,79940
"17119403702","Census Tract 4037.02, Madison County, Illinois",0.001,0,0.9946,0.0044,0.0038,95118
"17121951600","Census Tract 9516, Marion County, Illinois",0,0,0.9864,0.0136,0.0091,48527
"17121952000","Census Tract 9520, Marion County, Illinois",0.0164,0.0113,0.9517,0.0206,0.0303,47934
"17121952600","Census Tract 9526, Marion County, Illinois",0.0103,0.1105,0.7775,0.1017,0.0349,32685
"17131040200","Census Tract 402, Mercer County, Illinois",0.0021,0,0.9768,0.0211,0.0092,48080
"17133600102","Census Tract 6001.02, Monroe County, Illinois",0.0335,0,0.9478,0.0187,0.0261,104950
"17135957900","Census Tract 9579, Montgomery County, Illinois",9e-04,0.0037,0.9858,0.0096,0.0063,53413
"17139977200","Census Tract 9772, Moultrie County, Illinois",0,0.0126,0.9778,0.0096,0.0201,58125
"17141961300","Census Tract 9613, Ogle County, Illinois",0.0055,0,0.9911,0.0034,0.0132,85511
"17143004101","Census Tract 41.01, Peoria County, Illinois",0.1223,0.0715,0.7753,0.0309,0.0612,106292
"17145030200","Census Tract 302, Perry County, Illinois",0.0123,0.2181,0.7586,0.011,0.0546,44395
"17149952400","Census Tract 9524, Pike County, Illinois",0.0026,0.0037,0.9604,0.0333,0.0284,50363
"17149952500","Census Tract 9525, Pike County, Illinois",4e-04,0.0086,0.975,0.016,0.0101,50903
"17149952600","Census Tract 9526, Pike County, Illinois",0.0034,0,0.9877,0.0089,0.0034,54815
"17149952700","Census Tract 9527, Pike County, Illinois",0.008,0.0257,0.9623,0.004,0.0129,42805
"17149952800","Census Tract 9528, Pike County, Illinois",5e-04,0.019,0.9635,0.0171,0.0038,44258
"17157950500","Census Tract 9505, Randolph County, Illinois",0.0332,0.0196,0.9179,0.0292,0.0035,51667
"17157950900","Census Tract 9509, Randolph County, Illinois",0,6e-04,0.9878,0.0116,0.0063,59900
"17157951200","Census Tract 9512, Randolph County, Illinois",0.0021,0.3404,0.6522,0.0052,0.0691,51652
"17157951300","Census Tract 9513, Randolph County, Illinois",0.0062,0.0103,0.9138,0.0698,0.0441,48750
"17159978000","Census Tract 9780, Richland County, Illinois",0.0099,0.0017,0.9651,0.0232,0,26318
"17159978300","Census Tract 9783, Richland County, Illinois",0.0031,0,0.9829,0.014,0,58600
"17163501100","Census Tract 5011, St. Clair County, Illinois",0,0.9852,0.0067,0.0081,0,30156
"17163501200","Census Tract 5012, St. Clair County, Illinois",0,0.9674,0.0242,0.0084,0,20242
"17163501603","Census Tract 5016.03, St. Clair County, Illinois",0.0103,0.3066,0.5419,0.1412,0.0474,39765
"17163501700","Census Tract 5017, St. Clair County, Illinois",0.0031,0.2355,0.661,0.1003,0.0409,37794
"17163502100","Census Tract 5021, St. Clair County, Illinois",0.0028,0.0014,0.6548,0.341,0.7696,38036
"17163502602","Census Tract 5026.02, St. Clair County, Illinois",0.0039,0.6228,0.3579,0.0154,0.0027,38611
"17163503100","Census Tract 5031, St. Clair County, Illinois",0,0.0338,0.9521,0.0141,0.0199,45221
"17163503203","Census Tract 5032.03, St. Clair County, Illinois",0,0.0031,0.9969,0,0.0263,80160
"17163503323","Census Tract 5033.23, St. Clair County, Illinois",0.0542,0.1258,0.7864,0.0335,0.0392,103750
"17163503411","Census Tract 5034.11, St. Clair County, Illinois",0,0.0865,0.8751,0.0384,0.0346,54288
"17163503412","Census Tract 5034.12, St. Clair County, Illinois",0.0614,0.0944,0.8179,0.0263,0.0471,72168
"17163503906","Census Tract 5039.06, St. Clair County, Illinois",0,0.0079,0.9683,0.0238,0.017,68650
"17163504002","Census Tract 5040.02, St. Clair County, Illinois",9e-04,0.0033,0.9928,0.0031,0.0331,61684
"17165955100","Census Tract 9551, Saline County, Illinois",0,0.0027,0.9757,0.0217,0.0487,48041
"17165955800","Census Tract 9558, Saline County, Illinois",0.0219,0.0302,0.8725,0.0754,0.0047,38219
"17165956000","Census Tract 9560, Saline County, Illinois",0.0056,0.0417,0.9268,0.0259,0.0021,35208
"17165956100","Census Tract 9561, Saline County, Illinois",0,0.0711,0.8931,0.0358,0.0316,46056
"17179021606","Census Tract 216.06, Tazewell County, Illinois",0.0164,0.0038,0.9734,0.0064,0.0131,92634
"17181950100","Census Tract 9501, Union County, Illinois",0,0.0018,0.9408,0.0574,0.0797,51921
"17181950200","Census Tract 9502, Union County, Illinois",0.0052,0.0052,0.924,0.0656,0.0976,56504
"17183000600","Census Tract 6, Vermilion County, Illinois",0,0.3116,0.6499,0.0385,0.1163,27778
"17183010200","Census Tract 102, Vermilion County, Illinois",0.0285,0.0194,0.8846,0.0676,0.1174,44035
"17183011200","Census Tract 112, Vermilion County, Illinois",0,0.4221,0.5425,0.0353,0.1236,36017
"17185957200","Census Tract 9572, Wabash County, Illinois",0.012,0,0.972,0.016,0.0254,64223
"17185957500","Census Tract 9575, Wabash County, Illinois",0.0142,0.0025,0.9384,0.045,0.0216,38375
"17191955000","Census Tract 9550, Wayne County, Illinois",0.0033,0.0017,0.983,0.012,0.0072,51904
"17191955100","Census Tract 9551, Wayne County, Illinois",0,0.0107,0.9734,0.0159,0.0037,44873
"17193958000","Census Tract 9580, White County, Illinois",0,0.0096,0.9775,0.0129,0.0163,36500
"17193958100","Census Tract 9581, White County, Illinois",0.0192,0.011,0.9587,0.011,0.0041,50278
"17193958200","Census Tract 9582, White County, Illinois",0.0083,0.0045,0.9764,0.0107,0.0177,57125
"17193958400","Census Tract 9584, White County, Illinois",0.0017,0.0014,0.9929,0.0041,0.0275,51724
"17197880313","Census Tract 8803.13, Will County, Illinois",0.1944,0.1039,0.5594,0.1423,0.1738,117720
"17197880420","Census Tract 8804.20, Will County, Illinois",0.0123,0.1469,0.7529,0.0879,0.2391,90650
"17197881113","Census Tract 8811.13, Will County, Illinois",0,0.0098,0.9475,0.0427,0.0536,113043
"17197882200","Census Tract 8822, Will County, Illinois",0.0022,0.0836,0.5334,0.3807,0.6945,44712
"17197883514","Census Tract 8835.14, Will County, Illinois",0.0649,0.023,0.8867,0.0254,0.0564,122794
"17197883811","Census Tract 8838.11, Will County, Illinois",0.0095,0.2152,0.7236,0.0516,0.1081,75203
"17197883902","Census Tract 8839.02, Will County, Illinois",0,0.0016,0.9684,0.03,0.0608,87301
"17199020800","Census Tract 208, Williamson County, Illinois",8e-04,0,0.9897,0.0095,0.015,59273
"17203030400","Census Tract 304, Woodford County, Illinois",0.0054,0.0033,0.9564,0.035,0.0122,75317
"18001030100","Census Tract 301, Adams County, Indiana",0.007,0,0.9649,0.0281,0.0503,76443
"18001030200","Census Tract 302, Adams County, Indiana",0,0.0169,0.9455,0.0376,0.1203,36250
"18001030300","Census Tract 303, Adams County, Indiana",0,0.0053,0.9727,0.0221,0.0585,49557
"18001030400","Census Tract 304, Adams County, Indiana",0,0,0.965,0.035,0.0392,60078
"18001030500","Census Tract 305, Adams County, Indiana",6e-04,0.007,0.9894,0.003,0.0128,64549
"18001030600","Census Tract 306, Adams County, Indiana",0.0087,0.0642,0.911,0.0161,0.0172,48534
"18001030700","Census Tract 307, Adams County, Indiana",0.0055,0.0011,0.9746,0.0188,0.0222,48253
"18003000100","Census Tract 1, Allen County, Indiana",0,0.126,0.8112,0.0628,0.1324,48245
"18003000300","Census Tract 3, Allen County, Indiana",0.0021,0.0515,0.9357,0.0106,0.0461,63722
"18003000400","Census Tract 4, Allen County, Indiana",0,0.0955,0.8284,0.076,0.0167,43846
"18003000500","Census Tract 5, Allen County, Indiana",0.2398,0.1238,0.5418,0.0946,0.0885,34866
"18003000600","Census Tract 6, Allen County, Indiana",0.002,0.0408,0.8836,0.0735,0.1087,37563
"18003000701","Census Tract 7.01, Allen County, Indiana",0.0275,0.0481,0.8616,0.0628,0.0938,43581
"18003000704","Census Tract 7.04, Allen County, Indiana",0.0476,0.1018,0.8237,0.0269,0.1209,38689
"18003000800","Census Tract 8, Allen County, Indiana",0,0.0884,0.8575,0.054,0.023,43963
"18003000900","Census Tract 9, Allen County, Indiana",0.0072,0.023,0.8843,0.0855,0.0652,34239
"18003001000","Census Tract 10, Allen County, Indiana",0,0.0475,0.8332,0.1193,0.2087,40275
"18003001100","Census Tract 11, Allen County, Indiana",0.0398,0.0958,0.822,0.0424,0.0758,39410
"18003001200","Census Tract 12, Allen County, Indiana",0,0.1362,0.7766,0.0871,0.0567,22424
"18003001300","Census Tract 13, Allen County, Indiana",0.0251,0.3098,0.5757,0.0894,0.1379,37240
"18003001600","Census Tract 16, Allen County, Indiana",0.1468,0.1638,0.5683,0.1211,0.205,24146
"18003001700","Census Tract 17, Allen County, Indiana",0.0668,0.6823,0.1413,0.1096,0.1523,22722
"18003002000","Census Tract 20, Allen County, Indiana",0.0687,0.2658,0.564,0.1016,0.1399,32556
"18003002100","Census Tract 21, Allen County, Indiana",0.0169,0.0388,0.6948,0.2495,0.2955,33500
"18003002200","Census Tract 22, Allen County, Indiana",0.0069,0.1659,0.6849,0.1422,0.1867,41867
"18003002300","Census Tract 23, Allen County, Indiana",0.1654,0.456,0.3246,0.0539,0.2172,24783
"18003002500","Census Tract 25, Allen County, Indiana",0.0027,0.12,0.8363,0.041,0.0304,49009
"18003002600","Census Tract 26, Allen County, Indiana",0.0875,0.176,0.6634,0.0731,0.2772,53240
"18003002800","Census Tract 28, Allen County, Indiana",0.0069,0.4552,0.4664,0.0715,0.3432,27833
"18003002900","Census Tract 29, Allen County, Indiana",0.008,0.4329,0.4305,0.1286,0.2243,28906
"18003003000","Census Tract 30, Allen County, Indiana",0.0496,0.4172,0.3328,0.2004,0.316,28571
"18003003100","Census Tract 31, Allen County, Indiana",0.0369,0.3419,0.5075,0.1137,0.2015,31667
"18003003200","Census Tract 32, Allen County, Indiana",0.0203,0.0593,0.7803,0.1401,0.1804,53351
"18003003301","Census Tract 33.01, Allen County, Indiana",0.0667,0.0637,0.8163,0.0533,0.0614,52238
"18003003304","Census Tract 33.04, Allen County, Indiana",0.1033,0.1733,0.6473,0.0761,0.1093,39678
"18003003400","Census Tract 34.00, Allen County, Indiana",0.0228,0.0516,0.8877,0.0378,0.0466,55138
"18003003500","Census Tract 35, Allen County, Indiana",0.0939,0.2145,0.6497,0.0419,0.016,33953
"18003003600","Census Tract 36, Allen County, Indiana",0.0582,0.4523,0.421,0.0686,0.1886,45702
"18003003700","Census Tract 37, Allen County, Indiana",0.0022,0.1203,0.8518,0.0257,0.1207,42935
"18003003800","Census Tract 38, Allen County, Indiana",0,0.2033,0.7247,0.072,0.0535,31218
"18003003901","Census Tract 39.01, Allen County, Indiana",3e-04,0.0674,0.9115,0.0207,0.0487,44192
"18003003902","Census Tract 39.02, Allen County, Indiana",0,0.2489,0.6616,0.0895,0.1478,43056
"18003004000","Census Tract 40, Allen County, Indiana",0.1105,0.612,0.2347,0.0428,0.1606,34942
"18003004101","Census Tract 41.01, Allen County, Indiana",0.0479,0.0946,0.8086,0.0488,0.036,45625
"18003004103","Census Tract 41.03, Allen County, Indiana",0.0796,0.1254,0.7165,0.0785,0.0919,43049
