"id","name","plaintiff","amount","date","attorney"
"09001073300","Census Tract 733, Fairfield County, Connecticut","CVI SGP-CO ACQUISITION TRUST",1373.26,2020-07-16,"no"
"09001061300","Census Tract 613, Fairfield County, Connecticut","UNIFUND CORPORATION",1316.19,2020-07-24,"no"
"09001072200","Census Tract 722, Fairfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",745.61,2020-09-23,"no"
"09001080900","Census Tract 809, Fairfield County, Connecticut","CAVALRY SPV I , LLC",1449.73,2020-08-12,"no"
"09001073100","Census Tract 731, Fairfield County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",644.26,2020-01-24,"no"
"09001043800","Census Tract 438, Fairfield County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY CAPITAL BANK",904.33,2020-06-11,"no"
"09001043800","Census Tract 438, Fairfield County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",1234.56,2020-04-24,"no"
"09001090300","Census Tract 903, Fairfield County, Connecticut","MIDLAND FUNDING LLC",4222.67,2020-03-09,"no"
"09001081100","Census Tract 811, Fairfield County, Connecticut","MIDLAND FUNDING, LLC",662.49,2020-08-26,"no"
"09001071200","Census Tract 712, Fairfield County, Connecticut","LVNV FUNDING LLC",731.42,2020-01-14,"no"
"09001072000","Census Tract 720, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",685.15,2020-03-02,"no"
"09001055200","Census Tract 552, Fairfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",850.74,2020-05-21,"no"
"09001043300","Census Tract 433, Fairfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF WEBBANK",827.86,2020-04-14,"no"
"09001045200","Census Tract 452, Fairfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF SYNCHRONY BANK",1186.19,2020-05-05,"no"
"09001090400","Census Tract 904, Fairfield County, Connecticut","LVNV FUNDING LLC",811.6,2020-04-24,"no"
"09001021300","Census Tract 213, Fairfield County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",738.47,2020-11-02,"no"
"09001080800","Census Tract 808, Fairfield County, Connecticut","LVNV FUNDING, LLC",878.73,2020-05-26,"no"
"09001080800","Census Tract 808, Fairfield County, Connecticut","LVNV FUNDING LLC",878.73,2020-05-29,"no"
"09001074300","Census Tract 743, Fairfield County, Connecticut","CAVALRY SPV I , LLC",2278.79,2020-11-10,"no"
"09001071200","Census Tract 712, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",599.04,2020-07-06,"no"
"09001080900","Census Tract 809, Fairfield County, Connecticut","MIDLAND FUNDING LLC",1597.66,2020-02-13,"no"
"09001072000","Census Tract 720, Fairfield County, Connecticut","LVNV FUNDING LLC",834.66,2020-04-13,"no"
"09001072000","Census Tract 720, Fairfield County, Connecticut","SECOND ROUND, LP ASSIGNEE OF COMENITY BANK",805.02,2020-06-17,"no"
"09001073400","Census Tract 734, Fairfield County, Connecticut","MIDLAND FUNDING LLC",5000,2020-06-30,"no"
"09001072200","Census Tract 722, Fairfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",665.97,2020-01-13,"no"
"09001257200","Census Tract 2572, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",619.39,2020-10-29,"no"
"09001073400","Census Tract 734, Fairfield County, Connecticut","LVNV FUNDING, LLC",697.11,2020-05-26,"no"
"09001072800","Census Tract 728, Fairfield County, Connecticut","MIDLAND FUNDING LLC",927.82,2020-01-29,"no"
"09001072800","Census Tract 728, Fairfield County, Connecticut","MIDLAND FUNDING LLC",880.74,2020-01-29,"no"
"09001074000","Census Tract 740, Fairfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",710.51,2020-03-30,"no"
"09001073100","Census Tract 731, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1456.37,2020-11-10,"no"
"09001080900","Census Tract 809, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",564.05,2020-06-04,"no"
"09001043900","Census Tract 439, Fairfield County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",520.1,2020-01-28,"no"
"09001210600","Census Tract 2106, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1724.92,2020-01-21,"no"
"09001230100","Census Tract 2301, Fairfield County, Connecticut","MIDLAND FUNDING LLC",956.33,2020-07-15,"no"
"09001210600","Census Tract 2106, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1000,2020-09-15,"no"
"09001210100","Census Tract 2101, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2176.99,2020-07-16,"no"
"09001210100","Census Tract 2101, Fairfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF US BANK NA D/B/A ELAN FINANCIAL SERVICES",798.48,2020-06-09,"no"
"09001211300","Census Tract 2113, Fairfield County, Connecticut","LVNV FUNDING LLC",654.18,2020-02-14,"no"
"09001210300","Census Tract 2103, Fairfield County, Connecticut","LVNV FUNDING LLC",727.04,2020-02-18,"no"
"09001211200","Census Tract 2112, Fairfield County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF SYNCHRONY BANK",775.63,2020-07-01,"no"
"09003514102","Census Tract 5141.02, Hartford County, Connecticut","MIDLAND FUNDING LLC",2125,2020-10-14,"no"
"09003484200","Census Tract 4842, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1169.99,2020-06-26,"no"
"09003484200","Census Tract 4842, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2030.36,2020-07-22,"no"
"09003510100","Census Tract 5101, Hartford County, Connecticut","SECOND ROUND, LP, ASSIGNEE OF COMENITY BANK",1193.02,2020-05-01,"no"
"09003471100","Census Tract 4711, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1421.01,2020-06-17,"no"
"09003471100","Census Tract 4711, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",511.19,2020-07-15,"no"
"09003473602","Census Tract 4736.02, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1115.15,2020-08-25,"no"
"09003466101","Census Tract 4661.01, Hartford County, Connecticut","LVNV FUNDING LLC",1172.28,2020-04-17,"no"
"09003514300","Census Tract 5143, Hartford County, Connecticut","LVNV FUNDING LLC",1860.27,2020-03-13,"no"
"09003487400","Census Tract 4874, Hartford County, Connecticut","CREDIT CORP SOLUTIONS INC ASSIGNEE OF SYNCHRONY BANK",3737.2,2020-08-11,"no"
"09003524400","Census Tract 5244, Hartford County, Connecticut","CVI SGP ACQUISTION TRUST",3683.18,2020-07-02,"no"
"09003430500","Census Tract 4305, Hartford County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY CAPITAL BANK",1941.41,2020-07-06,"no"
"09003504200","Census Tract 5042, Hartford County, Connecticut","LVNV FUNDING LLC",948.94,2020-01-14,"no"
"09003500200","Census Tract 5002, Hartford County, Connecticut","CVI SGP-CO ACQUISITION TRUST",4521.07,2020-07-02,"no"
"09003473502","Census Tract 4735.02, Hartford County, Connecticut","LVNV FUNDING LLC",1163.96,2020-02-14,"no"
"09003494300","Census Tract 4943, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1437.29,2020-05-22,"no"
"09003496800","Census Tract 4968, Hartford County, Connecticut","CAVALRY SPV I, LLC",1960.34,2020-07-01,"no"
"09003510900","Census Tract 5109, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1059.17,2020-09-09,"no"
"09003492300","Census Tract 4923, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3379.62,2020-09-21,"no"
"09003480600","Census Tract 4806, Hartford County, Connecticut","CREDIT CORP SOLUTIONS INC ASSIGNEE OF SYNCHRONY BANK",1492.91,2020-02-18,"no"
"09003460100","Census Tract 4601, Hartford County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",556.74,2020-06-30,"no"
"09003504800","Census Tract 5048, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",3131.5,2020-01-07,"no"
"09003510600","Census Tract 5106, Hartford County, Connecticut","CAVALRY SPV I, LLC",1926.97,2020-06-12,"no"
"09003502500","Census Tract 5025, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",506.96,2020-01-27,"no"
"09003510800","Census Tract 5108, Hartford County, Connecticut","CVI SGP-CO ACQUISITION TRUST ASSIGNEE OF ZALE DELAWARE, INC.",1360.79,2020-04-14,"no"
"09003476300","Census Tract 4763, Hartford County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF SYNCHRONY BANK",1364.03,2020-06-26,"no"
"09003514300","Census Tract 5143, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",712.44,2020-03-20,"no"
"09003473100","Census Tract 4731, Hartford County, Connecticut","LVNV FUNDING LLC",1280.17,2020-01-27,"no"
"09003466202","Census Tract 4662.02, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",4881.8,2020-01-15,"no"
"09003494202","Census Tract 4942.02, Hartford County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",670.73,2020-01-15,"no"
"09003480600","Census Tract 4806, Hartford County, Connecticut","LAUREL WREATH ACQUISITIONS, LLC",528.49,2020-09-09,"no"
"09003480300","Census Tract 4803, Hartford County, Connecticut","CROWN ASSET MANAGEMENT, LLC",1480.78,2020-04-07,"no"
"09003480900","Census Tract 4809, Hartford County, Connecticut","MIDLAND FUNDING, LLC",1272.14,2020-07-22,"no"
"09003481100","Census Tract 4811, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",622.46,2020-01-27,"no"
"09003503900","Census Tract 5039, Hartford County, Connecticut","LVNV FUNDING, LLC",1345.46,2020-09-09,"no"
"09003514700","Census Tract 5147, Hartford County, Connecticut","MIDLAND CREDIT MANAGEMENT, LLC",1633.88,2020-10-06,"no"
"09003477200","Census Tract 4772, Hartford County, Connecticut","MIDLAND FUNDING LLC",1994.55,2020-02-28,"no"
"09003466101","Census Tract 4661.01, Hartford County, Connecticut","LVNV FUNDING LLC",1133.16,2020-04-24,"no"
"09003514200","Census Tract 5142, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1683.03,2020-01-02,"no"
"09003502800","Census Tract 5028, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",4401.16,2020-08-25,"no"
"09003502800","Census Tract 5028, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",741.17,2020-04-20,"no"
"09003471300","Census Tract 4713, Hartford County, Connecticut","MIDLAND FUNDING, LLC",3821.23,2020-07-07,"no"
"09003501300","Census Tract 5013, Hartford County, Connecticut","CAVALRY SPV I , LLC",3787.06,2020-10-22,"no"
"09005253500","Census Tract 2535, Litchfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",743.48,2020-05-13,"no"
"09005310803","Census Tract 3108.03, Litchfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3904.64,2020-09-16,"no"
"09005320100","Census Tract 3201, Litchfield County, Connecticut","CREDIT CORP SOLUTIONS INC ASSIGNEE OF SYNCHRONY BANK",1195.87,2020-05-15,"no"
"09005310803","Census Tract 3108.03, Litchfield County, Connecticut","MIDLAND CREDIT MANAGEMENT, INC",595.07,2020-01-15,"no"
"09005253600","Census Tract 2536, Litchfield County, Connecticut","LVNV FUNDING, LLC",1155.73,2020-07-07,"no"
"09005306100","Census Tract 3061, Litchfield County, Connecticut","CAVALRY SPV I , LLC",2454.45,2020-04-15,"no"
"09005293100","Census Tract 2931, Litchfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1028.42,2020-02-19,"no"
"09005310602","Census Tract 3106.02, Litchfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",553.23,2020-05-22,"no"
"09005310601","Census Tract 3106.01, Litchfield County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",808.84,2020-02-07,"no"
"09005425500","Census Tract 4255, Litchfield County, Connecticut","SECOND ROUND, LP, ASSIGNEE OF COMENITY CAPITAL BANK",828.51,2020-06-26,"no"
"09009361300","Census Tract 3613, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1045.62,2020-09-23,"no"
"09009180500","Census Tract 1805, New Haven County, Connecticut","CAVALRY SPV I, LLC",1903.04,2020-07-17,"no"
"09009167100","Census Tract 1671, New Haven County, Connecticut","CROWN ASSET MANAGEMENT, LLC, ASSIGNEE OF SYNCHRONY BANK",1512.07,2020-10-13,"no"
"09009167100","Census Tract 1671, New Haven County, Connecticut","CROWN ASSET MANAGEMENT, LLC, ASSIGNEE OF SYNCHRONY BANK",1512.07,2020-10-21,"no"
"09009140300","Census Tract 1403, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1712.99,2020-04-14,"no"
"09009345100","Census Tract 3451, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",854.59,2020-07-01,"no"
"09009175400","Census Tract 1754, New Haven County, Connecticut","CROWN ASSET MANAGEMENT, LLC, ASSIGNEE OF SYNCHRONY BANK",830.14,2020-08-28,"no"
"09009175400","Census Tract 1754, New Haven County, Connecticut","LVNV FUNDING, LLC",725.68,2020-10-06,"no"
"09009176000","Census Tract 1760, New Haven County, Connecticut","MIDLAND CREDIT MANAGEMENT, INC",1792.43,2020-03-11,"no"
"09009176000","Census Tract 1760, New Haven County, Connecticut","CAVALRY SPV I , LLC",856.77,2020-08-31,"no"
"09009171400","Census Tract 1714, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1177.46,2020-06-30,"no"
"09009171600","Census Tract 1716, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",953.8,2020-06-05,"no"
"09009171200","Census Tract 1712, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",700.94,2020-06-10,"no"
"09009167201","Census Tract 1672.01, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CAPITAL ONE, N.A.",1309.75,2020-01-13,"no"
"09009171000","Census Tract 1710, New Haven County, Connecticut","LVNV FUNDING, LLC",685.52,2020-07-07,"no"
"09009166002","Census Tract 1660.02, New Haven County, Connecticut","CAVALRY SPV I , LLC",2257.86,2020-06-29,"no"
"09009343300","Census Tract 3433, New Haven County, Connecticut","CAVALRY SPV I , LLC",1178.33,2020-11-10,"no"
"09007542000","Census Tract 5420, Middlesex County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",643.2,2020-01-14,"no"
"09007595102","Census Tract 5951.02, Middlesex County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2056.7,2020-09-17,"no"
"09007595102","Census Tract 5951.02, Middlesex County, Connecticut","SECOND ROUND, LP, ASSIGNEE OF SYNCHRONY BANK",1369.48,2020-06-10,"no"
"09007570100","Census Tract 5701, Middlesex County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",912.78,2020-01-28,"no"
"09007630100","Census Tract 6301, Middlesex County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",711.88,2020-11-03,"no"
"09007560200","Census Tract 5602, Middlesex County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",790.68,2020-07-06,"no"
"09007542000","Census Tract 5420, Middlesex County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CAPITAL ONE, N.A.",4843.94,2020-01-09,"no"
"09007542100","Census Tract 5421, Middlesex County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",662.11,2020-01-14,"no"
"09009154800","Census Tract 1548, New Haven County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",4326.47,2020-10-16,"no"
"09009154500","Census Tract 1545, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",910.74,2020-01-15,"no"
"09009154500","Census Tract 1545, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1960.03,2020-01-10,"no"
"09009150500","Census Tract 1505, New Haven County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",2527.75,2020-07-24,"no"
"09009125200","Census Tract 1252, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",667.41,2020-01-10,"no"
"09009154100","Census Tract 1541, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",748.87,2020-01-13,"no"
"09009151100","Census Tract 1511, New Haven County, Connecticut","MIDLAND FUNDING LLC",1224.61,2020-09-18,"no"
"09009151100","Census Tract 1511, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF SYNCHRONY BANK",2293.49,2020-07-01,"no"
"09009151100","Census Tract 1511, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF SYNCHRONY BANK",2242.85,2020-07-01,"no"
"09009154600","Census Tract 1546, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",816.2,2020-03-02,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","LVNV FUNDING LLC",1150.38,2020-02-14,"no"
"09009150400","Census Tract 1504, New Haven County, Connecticut","MIDLAND CREDIT MANAGEMENT, LLC",1964.54,2020-11-12,"no"
"09009155100","Census Tract 1551, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",765.54,2020-07-07,"no"
"09009155000","Census Tract 1550, New Haven County, Connecticut","MIDLAND FUNDING LLC",2433.16,2020-03-19,"no"
"09009125200","Census Tract 1252, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",860.01,2020-01-13,"no"
"09009154500","Census Tract 1545, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",632.19,2020-01-22,"no"
"09009130200","Census Tract 1302, New Haven County, Connecticut","LVNV FUNDING, LLC",600.66,2020-08-17,"no"
"09009125200","Census Tract 1252, New Haven County, Connecticut","LVNV FUNDING, LLC",1558.23,2020-07-21,"no"
"09009154500","Census Tract 1545, New Haven County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",636.42,2020-07-30,"no"
"09009154500","Census Tract 1545, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2724.44,2020-06-08,"no"
"09009154500","Census Tract 1545, New Haven County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",1973.81,2020-05-15,"no"
"09001110301","Census Tract 1103.01, Fairfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1115.11,2020-09-22,"no"
"09009125300","Census Tract 1253, New Haven County, Connecticut","CROWN ASSET MANAGEMENT, LLC, ASSIGNEE OF COMENITY BANK",1295.01,2020-05-28,"no"
"09003430601","Census Tract 4306.01, Hartford County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",1680.97,2020-01-28,"no"
"09003430202","Census Tract 4302.02, Hartford County, Connecticut","CAVALRY SPV I , LLC",1180.28,2020-04-23,"no"
"09003410101","Census Tract 4101.01, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",4201.52,2020-06-16,"no"
"09003410101","Census Tract 4101.01, Hartford County, Connecticut","CAVALRY SPV I, LLC",3669.1,2020-03-04,"no"
"09003405500","Census Tract 4055, Hartford County, Connecticut","LVNV FUNDING LLC",1557.1,2020-01-14,"no"
"09003415500","Census Tract 4155, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",587.04,2020-01-22,"no"
"09003417400","Census Tract 4174, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1320.22,2020-08-17,"no"
"09003494300","Census Tract 4943, Hartford County, Connecticut","LVNV FUNDING LLC",794.96,2020-02-14,"no"
"09003406001","Census Tract 4060.01, Hartford County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",850.04,2020-03-20,"no"
"09003405700","Census Tract 4057, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1519.54,2020-01-13,"no"
"09003492300","Census Tract 4923, Hartford County, Connecticut","MIDLAND CREDIT MANAGEMENT, LLC",1190.51,2020-09-01,"no"
"09003405100","Census Tract 4051, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2229.54,2020-04-07,"no"
"09003417400","Census Tract 4174, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",580.45,2020-06-30,"no"
"09005425400","Census Tract 4254, Litchfield County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1372.11,2020-01-15,"no"
"09003415600","Census Tract 4156, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1016.7,2020-01-21,"no"
"09003415600","Census Tract 4156, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2048.1,2020-04-09,"no"
"09003415600","Census Tract 4156, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1221.11,2020-04-03,"no"
"09003430302","Census Tract 4303.02, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2063.15,2020-10-14,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",474.52,2020-08-25,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",834.5,2020-03-31,"no"
"09003494100","Census Tract 4941, Hartford County, Connecticut","MIDLAND CREDIT MANAGEMENT, INC",3283.92,2020-01-15,"no"
"09003420500","Census Tract 4205, Hartford County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",646.51,2020-08-31,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3015.89,2020-06-12,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2929.16,2020-07-22,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1385.33,2020-09-10,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",622.8,2020-07-06,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",4183.57,2020-06-18,"no"
"09003420600","Census Tract 4206, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3164.12,2020-06-23,"no"
"09003405401","Census Tract 4054.01, Hartford County, Connecticut","MIDLAND FUNDING LLC",783.12,2020-03-19,"no"
"09003400300","Census Tract 4003, Hartford County, Connecticut","CAVALRY SPV I, LLC",1972.28,2020-01-09,"no"
"09003405200","Census Tract 4052, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",784.15,2020-05-22,"no"
"09003416700","Census Tract 4167, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3468.93,2020-01-16,"no"
"09003416700","Census Tract 4167, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",3468.93,2020-01-30,"no"
"09003416700","Census Tract 4167, Hartford County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2951.58,2020-04-01,"no"
"09005425500","Census Tract 4255, Litchfield County, Connecticut","SECOND ROUND, LP ASSIGNEE OF COMENITY CAPITAL BANK",1090.86,2020-05-05,"no"
"09005425500","Census Tract 4255, Litchfield County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY CAPITAL BANK",1238.96,2020-04-24,"no"
"09003406002","Census Tract 4060.02, Hartford County, Connecticut","MIDLAND FUNDING, LLC",1167.79,2020-07-02,"no"
"09009142700","Census Tract 1427, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1761.82,2020-06-12,"no"
"09009142601","Census Tract 1426.01, New Haven County, Connecticut","CREDIT CORP SOLUTIONS INC ASSIGNEE OF SYNCHRONY BANK",1813.65,2020-07-15,"no"
"09009167202","Census Tract 1672.02, New Haven County, Connecticut","CROWN ASSET MANAGEMENT, LLC, ASSIGNEE OF CITIBANK, N.A.",1516.39,2020-05-01,"no"
"09009141600","Census Tract 1416, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",667.91,2020-06-12,"no"
"09009140900","Census Tract 1409, New Haven County, Connecticut","MIDLAND FUNDING, LLC",528.79,2020-04-17,"no"
"09009141400","Census Tract 1414, New Haven County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",1797.94,2020-11-02,"no"
"09009160200","Census Tract 1602, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",1207.43,2020-09-25,"no"
"09009140900","Census Tract 1409, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",795.63,2020-01-09,"no"
"09009171300","Census Tract 1713, New Haven County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",1492.74,2020-07-08,"no"
"09009352500","Census Tract 3525, New Haven County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",874.56,2020-06-23,"no"
"09009140300","Census Tract 1403, New Haven County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",2337.11,2020-06-24,"no"
"09009140300","Census Tract 1403, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",1264.71,2020-04-13,"no"
"09009140300","Census Tract 1403, New Haven County, Connecticut","JEFFERSON CAPITAL SYSTEMS, LLC",2604.74,2020-07-24,"no"
"09009184200","Census Tract 1842, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",837.12,2020-01-29,"no"
"09009184200","Census Tract 1842, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",950.76,2020-01-16,"no"
"09009175900","Census Tract 1759, New Haven County, Connecticut","CVI SGP-CO ACQUISITION TRUST ASSIGNEE OF STERLING JEWELERS, INC.",2971.3,2020-04-28,"no"
"09009142700","Census Tract 1427, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF CREDIT ONE BANK, N.A.",977.92,2020-04-28,"no"
"09009142601","Census Tract 1426.01, New Haven County, Connecticut","SECOND ROUND SUB, LLC, ASSIGNEE OF COMENITY BANK",919.69,2020-06-02,"no"
"09009142500","Census Tract 1425, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2801.46,2020-09-17,"no"
"09009167300","Census Tract 1673, New Haven County, Connecticut","LVNV FUNDING LLC ASSIGNEE OF US BANK NA D/B/A ELAN FINANCIAL SERVICES",3659.69,2020-06-10,"no"
"09009176000","Census Tract 1760, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",848.12,2020-01-21,"no"
"09009176000","Census Tract 1760, New Haven County, Connecticut","PORTFOLIO RECOVERY ASSOCIATES, LLC",2378.8,2020-06-08,"no"
